"","Package","Item","Title","Rows","Cols","has_logical","has_binary","has_numeric","has_character","has_factor"
"720","KMsurv","larynx","data from Section 1.8",90,5,FALSE,"TRUE",TRUE,FALSE,FALSE
"721","KMsurv","lung","data from Exercise 4.4, p120",25,4,FALSE,"TRUE",TRUE,FALSE,FALSE
"722","KMsurv","pneumon","data from Section 1.13",3470,15,FALSE,"TRUE",TRUE,FALSE,FALSE
"723","KMsurv","psych","data from Section 1.15",26,4,FALSE,"TRUE",TRUE,FALSE,FALSE
"724","KMsurv","rats","data from Exercise 7.13, p225",150,4,FALSE,"TRUE",TRUE,FALSE,FALSE
"725","KMsurv","std","data from Section 1.12",877,24,FALSE,"TRUE",TRUE,FALSE,TRUE
"726","KMsurv","stddiag","data from Exercise 5.6, p146",25,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"727","KMsurv","tongue","data from Section 1.11",80,3,FALSE,"TRUE",TRUE,FALSE,FALSE
"728","KMsurv","twins","data from Exercise 7.14, p225",24,4,FALSE,"TRUE",TRUE,FALSE,FALSE
"729","lattice","barley","Yield data from a Minnesota barley trial",120,4,FALSE,"TRUE",TRUE,FALSE,TRUE
"730","lattice","environmental","Atmospheric environmental conditions in New York City",111,4,FALSE,"FALSE",TRUE,FALSE,FALSE
"731","lattice","ethanol","Engine exhaust fumes from burning ethanol",88,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"732","lattice","melanoma","Melanoma skin cancer incidence",37,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"733","lattice","singer","Heights of New York Choral Society singers",235,2,FALSE,"FALSE",TRUE,FALSE,TRUE
"734","lattice","USMortality","Mortality Rates in US by Cause and Gender",40,5,FALSE,"TRUE",TRUE,FALSE,TRUE
"735","lattice","USRegionalMortality","Mortality Rates in US by Cause and Gender",400,6,FALSE,"TRUE",TRUE,FALSE,TRUE
"736","lme4","Arabidopsis","Arabidopsis clipping/fertilization data",625,8,FALSE,"TRUE",TRUE,FALSE,TRUE
"737","lme4","cake","Breakage Angle of Chocolate Cakes",270,5,FALSE,"FALSE",TRUE,FALSE,TRUE
"738","lme4","cbpp","Contagious bovine pleuropneumonia",56,4,FALSE,"FALSE",TRUE,FALSE,TRUE
"739","lme4","Dyestuff","Yield of dyestuff by batch",30,2,FALSE,"FALSE",TRUE,FALSE,TRUE
"740","lme4","Dyestuff2","Yield of dyestuff by batch",30,2,FALSE,"FALSE",TRUE,FALSE,TRUE
"741","lme4","grouseticks","Data on red grouse ticks from Elston et al. 2001",403,7,FALSE,"FALSE",TRUE,FALSE,TRUE
"742","lme4","InstEval","University Lecture/Instructor Evaluations by Students at ETH",73421,7,FALSE,"TRUE",TRUE,FALSE,TRUE
"743","lme4","Pastes","Paste strength by batch and cask",60,4,FALSE,"FALSE",TRUE,FALSE,TRUE
"744","lme4","Penicillin","Variation in penicillin testing",144,3,FALSE,"FALSE",TRUE,FALSE,TRUE
"745","lme4","sleepstudy","Reaction times in a sleep deprivation study",180,3,FALSE,"FALSE",TRUE,FALSE,TRUE
"746","lme4","VerbAgg","Verbal Aggression item responses",7584,9,FALSE,"TRUE",TRUE,FALSE,TRUE
"747","lmec","UTIdata","Data set for Unstructured Treatment Interruption Study",373,5,FALSE,"FALSE",TRUE,FALSE,TRUE
"748","MASS","abbey","Determinations of Nickel Content",31,1,FALSE,"FALSE",TRUE,FALSE,FALSE
"749","MASS","accdeaths","Accidental Deaths in the US 1973-1978",72,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"750","MASS","Aids2","Australian AIDS Survival Data",2843,7,FALSE,"TRUE",TRUE,FALSE,TRUE
"751","MASS","Animals","Brain and Body Weights for 28 Species",28,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"752","MASS","anorexia","Anorexia Data on Weight Change",72,3,FALSE,"FALSE",TRUE,FALSE,TRUE
"753","MASS","bacteria","Presence of Bacteria after Drug Treatments",220,6,FALSE,"TRUE",TRUE,FALSE,TRUE
"754","MASS","beav1","Body Temperature Series of Beaver 1",114,4,FALSE,"TRUE",TRUE,FALSE,FALSE
"755","MASS","beav2","Body Temperature Series of Beaver 2",100,4,FALSE,"TRUE",TRUE,FALSE,FALSE
"756","MASS","biopsy","Biopsy Data on Breast Cancer Patients",699,11,FALSE,"TRUE",TRUE,TRUE,TRUE
"757","MASS","birthwt","Risk Factors Associated with Low Infant Birth Weight",189,10,FALSE,"TRUE",TRUE,FALSE,FALSE
"758","MASS","Boston","Housing Values in Suburbs of Boston",506,14,FALSE,"TRUE",TRUE,FALSE,FALSE
"759","MASS","cabbages","Data from a cabbage field trial",60,4,FALSE,"TRUE",TRUE,FALSE,TRUE
"760","MASS","caith","Colours of Eyes and Hair of People in Caithness",4,5,FALSE,"FALSE",TRUE,FALSE,FALSE
"761","MASS","Cars93","Data from 93 Cars on Sale in the USA in 1993",93,27,FALSE,"TRUE",TRUE,FALSE,TRUE
"762","MASS","cats","Anatomical Data from Domestic Cats",144,3,FALSE,"TRUE",TRUE,FALSE,TRUE
"763","MASS","cement","Heat Evolved by Setting Cements",13,5,FALSE,"FALSE",TRUE,FALSE,FALSE
"764","MASS","chem","Copper in Wholemeal Flour",24,1,FALSE,"FALSE",TRUE,FALSE,FALSE
"765","MASS","coop","Co-operative Trial in Analytical Chemistry",252,4,FALSE,"FALSE",TRUE,FALSE,TRUE
"766","MASS","cpus","Performance of Computer CPUs",209,9,FALSE,"FALSE",TRUE,FALSE,TRUE
"767","MASS","crabs","Morphological Measurements on Leptograpsus Crabs",200,8,FALSE,"TRUE",TRUE,FALSE,TRUE
"768","MASS","Cushings","Diagnostic Tests on Patients with Cushing's Syndrome",27,3,FALSE,"FALSE",TRUE,FALSE,TRUE
"769","MASS","DDT","DDT in Kale",15,1,FALSE,"FALSE",TRUE,FALSE,FALSE
"770","MASS","deaths","Monthly Deaths from Lung Diseases in the UK",72,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"771","MASS","drivers","Deaths of Car Drivers in Great Britain 1969-84",192,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"772","MASS","eagles","Foraging Ecology of Bald Eagles",8,5,FALSE,"TRUE",TRUE,FALSE,TRUE
"773","MASS","epil","Seizure Counts for Epileptics",236,9,FALSE,"TRUE",TRUE,FALSE,TRUE
"774","MASS","farms","Ecological Factors in Farm Management",20,4,FALSE,"FALSE",FALSE,FALSE,TRUE
"775","MASS","fgl","Measurements of Forensic Glass Fragments",214,10,FALSE,"FALSE",TRUE,FALSE,TRUE
"776","MASS","forbes","Forbes' Data on Boiling Points in the Alps",17,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"777","MASS","GAGurine","Level of GAG in Urine of Children",314,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"778","MASS","galaxies","Velocities for 82 Galaxies",82,1,FALSE,"FALSE",TRUE,FALSE,FALSE
"779","MASS","gehan","Remission Times of Leukaemia Patients",42,4,FALSE,"TRUE",TRUE,FALSE,TRUE
"780","MASS","genotype","Rat Genotype Data",61,3,FALSE,"FALSE",TRUE,FALSE,TRUE
"781","MASS","geyser","Old Faithful Geyser Data",299,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"782","MASS","gilgais","Line Transect of Soil in Gilgai Territory",365,9,FALSE,"FALSE",TRUE,FALSE,FALSE
"783","MASS","hills","Record Times in Scottish Hill Races",35,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"784","MASS","housing","Frequency Table from a Copenhagen Housing Conditions Survey",72,5,FALSE,"TRUE",TRUE,FALSE,TRUE
"785","MASS","immer","Yields from a Barley Field Trial",30,4,FALSE,"FALSE",TRUE,FALSE,TRUE
"786","MASS","Insurance","Numbers of Car Insurance claims",64,5,FALSE,"FALSE",TRUE,FALSE,TRUE
"787","MASS","leuk","Survival Times and White Blood Counts for Leukaemia Patients",33,3,FALSE,"TRUE",TRUE,FALSE,TRUE
"788","MASS","mammals","Brain and Body Weights for 62 Species of Land Mammals",62,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"789","MASS","mcycle","Data from a Simulated Motorcycle Accident",133,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"790","MASS","Melanoma","Survival from Malignant Melanoma",205,7,FALSE,"TRUE",TRUE,FALSE,FALSE
"791","MASS","menarche","Age of Menarche in Warsaw",25,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"792","MASS","michelson","Michelson's Speed of Light Data",100,3,FALSE,"FALSE",TRUE,FALSE,TRUE
"793","MASS","minn38","Minnesota High School Graduates of 1938",168,5,FALSE,"TRUE",TRUE,FALSE,TRUE
"794","MASS","motors","Accelerated Life Testing of Motorettes",40,3,FALSE,"TRUE",TRUE,FALSE,FALSE
"795","MASS","muscle","Effect of Calcium Chloride on Muscle Contraction in Rat Hearts",60,3,FALSE,"FALSE",TRUE,FALSE,TRUE
"796","MASS","newcomb","Newcomb's Measurements of the Passage Time of Light",66,1,FALSE,"FALSE",TRUE,FALSE,FALSE
"797","MASS","nlschools","Eighth-Grade Pupils in the Netherlands",2287,6,FALSE,"TRUE",TRUE,FALSE,TRUE
"798","MASS","npk","Classical N, P, K Factorial Experiment",24,5,FALSE,"TRUE",TRUE,FALSE,TRUE
"799","MASS","npr1","US Naval Petroleum Reserve No. 1 data",104,4,FALSE,"FALSE",TRUE,FALSE,FALSE
"800","MASS","oats","Data from an Oats Field Trial",72,4,FALSE,"FALSE",TRUE,FALSE,TRUE
"801","MASS","OME","Tests of Auditory Perception in Children with OME",1097,7,FALSE,"TRUE",TRUE,FALSE,TRUE
"802","MASS","painters","The Painter's Data of de Piles",54,5,FALSE,"FALSE",TRUE,FALSE,TRUE
"803","MASS","petrol","N. L. Prater's Petrol Refinery Data",32,6,FALSE,"FALSE",TRUE,FALSE,TRUE
"804","MASS","phones","Belgium Phone Calls 1950-1973",24,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"805","MASS","Pima.te","Diabetes in Pima Indian Women",332,8,FALSE,"TRUE",TRUE,FALSE,TRUE
"806","MASS","Pima.tr","Diabetes in Pima Indian Women",200,8,FALSE,"TRUE",TRUE,FALSE,TRUE
"807","MASS","Pima.tr2","Diabetes in Pima Indian Women",300,8,FALSE,"TRUE",TRUE,FALSE,TRUE
"808","MASS","quine","Absenteeism from School in Rural New South Wales",146,5,FALSE,"TRUE",TRUE,FALSE,TRUE
"809","MASS","Rabbit","Blood Pressure in Rabbits",60,5,FALSE,"TRUE",TRUE,FALSE,TRUE
"810","MASS","road","Road Accident Deaths in US States",26,6,FALSE,"FALSE",TRUE,FALSE,FALSE
"811","MASS","rotifer","Numbers of Rotifers by Fluid Density",20,5,FALSE,"FALSE",TRUE,FALSE,FALSE
"812","MASS","Rubber","Accelerated Testing of Tyre Rubber",30,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"813","MASS","ships","Ships Damage Data",40,5,FALSE,"TRUE",TRUE,FALSE,TRUE
"814","MASS","shoes","Shoe wear data of Box, Hunter and Hunter",10,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"815","MASS","shrimp","Percentage of Shrimp in Shrimp Cocktail",18,1,FALSE,"FALSE",TRUE,FALSE,FALSE
"816","MASS","shuttle","Space Shuttle Autolander Problem",256,7,FALSE,"TRUE",FALSE,FALSE,TRUE
"817","MASS","Sitka","Growth Curves for Sitka Spruce Trees in 1988",395,4,FALSE,"TRUE",TRUE,FALSE,TRUE
"818","MASS","Sitka89","Growth Curves for Sitka Spruce Trees in 1989",632,4,FALSE,"TRUE",TRUE,FALSE,TRUE
"819","MASS","Skye","AFM Compositions of Aphyric Skye Lavas",23,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"820","MASS","snails","Snail Mortality Data",96,6,FALSE,"TRUE",TRUE,FALSE,TRUE
"821","MASS","SP500","Returns of the Standard and Poors 500",2780,1,FALSE,"FALSE",TRUE,FALSE,FALSE
"822","MASS","steam","The Saturated Steam Pressure Data",14,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"823","MASS","stormer","The Stormer Viscometer Data",23,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"824","MASS","survey","Student Survey Data",237,12,FALSE,"TRUE",TRUE,FALSE,TRUE
"825","MASS","synth.te","Synthetic Classification Problem",1000,3,FALSE,"TRUE",TRUE,FALSE,FALSE
"826","MASS","synth.tr","Synthetic Classification Problem",250,3,FALSE,"TRUE",TRUE,FALSE,FALSE
"827","MASS","topo","Spatial Topographic Data",52,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"828","MASS","Traffic","Effect of Swedish Speed Limits on Accidents",184,4,FALSE,"TRUE",TRUE,FALSE,TRUE
"829","MASS","UScereal","Nutritional and Marketing Information on US Cereals",65,11,FALSE,"FALSE",TRUE,FALSE,TRUE
"830","MASS","UScrime","The Effect of Punishment Regimes on Crime Rates",47,16,FALSE,"TRUE",TRUE,FALSE,FALSE
"831","MASS","VA","Veteran's Administration Lung Cancer Trial",137,8,FALSE,"TRUE",TRUE,FALSE,TRUE
"832","MASS","waders","Counts of Waders at 15 Sites in South Africa",15,19,FALSE,"FALSE",TRUE,FALSE,FALSE
"833","MASS","whiteside","House Insulation: Whiteside's Data",56,3,FALSE,"TRUE",TRUE,FALSE,TRUE
"834","MASS","wtloss","Weight Loss Data from an Obese Patient",52,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"835","mediation","boundsdata","Example Data for the Design Functions",1000,7,FALSE,"TRUE",TRUE,FALSE,FALSE
"836","mediation","CEDdata","Example Data for the Crossover Encouragement Design",2000,7,FALSE,"TRUE",TRUE,FALSE,FALSE
"837","mediation","framing","Brader, Valentino and Suhay (2008) Framing Experiment Data",265,15,FALSE,"TRUE",TRUE,FALSE,TRUE
"838","mediation","jobs","JOBS II data",899,17,FALSE,"TRUE",TRUE,FALSE,TRUE
"839","mediation","school","School-level data",568,5,FALSE,"TRUE",TRUE,FALSE,FALSE
"840","mediation","student","Hypothetical student-level data",9679,13,FALSE,"TRUE",TRUE,FALSE,FALSE
"841","mi","CHAIN","Subset of variables from the CHAIN project",532,7,FALSE,"TRUE",TRUE,FALSE,FALSE
"842","mi","nlsyV","National Longitudinal Survey of Youth Extract",400,7,FALSE,"TRUE",TRUE,FALSE,FALSE
"843","mosaicData","Alcohol","Alcohol Consumption per Capita",411,4,FALSE,"FALSE",TRUE,TRUE,FALSE
"844","mosaicData","Birthdays","US Births in 1969 - 1988",372864,7,FALSE,"FALSE",TRUE,TRUE,TRUE
"845","mosaicData","Births","US Births",7305,8,FALSE,"FALSE",TRUE,FALSE,TRUE
"846","mosaicData","Births2015","US Births in 2015",365,8,FALSE,"FALSE",TRUE,FALSE,TRUE
"847","mosaicData","Births78","US Births in 1978",365,8,FALSE,"FALSE",TRUE,FALSE,TRUE
"848","mosaicData","Cards","Standard Deck of Cards",52,1,FALSE,"FALSE",FALSE,FALSE,TRUE
"849","mosaicData","CoolingWater","CoolingWater",222,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"850","mosaicData","Countries","Countries",288,3,FALSE,"FALSE",FALSE,TRUE,FALSE
"851","mosaicData","CPS85","Data from the 1985 Current Population Survey (CPS85)",534,11,FALSE,"TRUE",TRUE,FALSE,TRUE
"852","mosaicData","Dimes","Weight of dimes",30,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"853","mosaicData","Galton","Galton's dataset of parent and child heights",898,6,FALSE,"TRUE",TRUE,FALSE,TRUE
"854","mosaicData","Gestation","Data from the Child Health and Development Studies",1236,23,FALSE,"FALSE",TRUE,FALSE,TRUE
"855","mosaicData","GoosePermits","Goose Permit Study",11,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"856","mosaicData","HeatX","Data from a heat exchanger laboratory",6,7,FALSE,"TRUE",TRUE,FALSE,FALSE
"857","mosaicData","HELPfull","Health Evaluation and Linkage to Primary Care",1472,788,FALSE,"TRUE",TRUE,FALSE,TRUE
"858","mosaicData","HELPmiss","Health Evaluation and Linkage to Primary Care",470,27,FALSE,"TRUE",TRUE,FALSE,TRUE
"859","mosaicData","HELPrct","Health Evaluation and Linkage to Primary Care",453,29,FALSE,"TRUE",TRUE,FALSE,TRUE
"860","mosaicData","KidsFeet","Foot measurements in children",39,8,FALSE,"TRUE",TRUE,FALSE,TRUE
"861","mosaicData","Marriage","Marriage records",98,15,FALSE,"TRUE",TRUE,FALSE,TRUE
"862","mosaicData","Mites","Mites and Wilt Disease",47,2,FALSE,"TRUE",FALSE,FALSE,TRUE
"863","mosaicData","RailTrail","Volume of Users of a Rail Trail",90,11,TRUE,"TRUE",TRUE,TRUE,FALSE
"864","mosaicData","Riders","Volume of Users of a Massachusetts Rail Trail",90,12,FALSE,"TRUE",TRUE,FALSE,TRUE
"865","mosaicData","SaratogaHouses","Houses in Saratoga County (2006)",1728,16,FALSE,"TRUE",TRUE,FALSE,TRUE
"866","mosaicData","SAT","State by State SAT data",50,8,FALSE,"FALSE",TRUE,FALSE,TRUE
"867","mosaicData","SnowGR","Snowfall data for Grand Rapids, MI",119,15,FALSE,"FALSE",TRUE,FALSE,FALSE
"868","mosaicData","SwimRecords","100 m Swimming World Records",62,3,FALSE,"TRUE",TRUE,FALSE,TRUE
"869","mosaicData","TenMileRace","Cherry Blossom Race",8636,5,FALSE,"TRUE",TRUE,FALSE,TRUE
"870","mosaicData","Utilities","Utility bills",117,12,FALSE,"FALSE",TRUE,FALSE,TRUE
"871","mosaicData","Utilities2","Utility bills",117,19,FALSE,"FALSE",TRUE,FALSE,TRUE
"872","mosaicData","Weather","Weather",3655,25,FALSE,"TRUE",TRUE,TRUE,FALSE
"873","mosaicData","Whickham","Data from the Whickham survey",1314,3,FALSE,"TRUE",TRUE,FALSE,TRUE
"874","multgee","arthritis","Rheumatoid Arthritis Clinical Trial",906,7,FALSE,"TRUE",TRUE,FALSE,FALSE
"875","multgee","housing","Homeless Data",1448,4,FALSE,"TRUE",TRUE,FALSE,FALSE
"876","plm","Cigar","Cigarette Consumption",1380,9,FALSE,"FALSE",TRUE,FALSE,FALSE
"877","plm","Crime","Crime in North Carolina",630,24,FALSE,"TRUE",TRUE,FALSE,TRUE
"878","plm","EmplUK","Employment and Wages in the United Kingdom",1031,7,FALSE,"FALSE",TRUE,FALSE,FALSE
"879","plm","Gasoline","Gasoline Consumption",342,6,FALSE,"FALSE",TRUE,FALSE,TRUE
"880","plm","Grunfeld","Grunfeld's Investment Data",200,5,FALSE,"FALSE",TRUE,FALSE,FALSE
"881","plm","Hedonic","Hedonic Prices of Census Tracts in the Boston Area",506,15,FALSE,"TRUE",TRUE,FALSE,TRUE
"882","plm","LaborSupply","Wages and Hours Worked",5320,7,FALSE,"TRUE",TRUE,FALSE,FALSE
"883","plm","Males","Wages and Education of Young Males",4360,12,FALSE,"TRUE",TRUE,FALSE,TRUE
"884","plm","Parity","Purchasing Power Parity and other parity relationships",1768,9,FALSE,"FALSE",TRUE,FALSE,TRUE
"885","plm","Produc","US States Production",816,11,FALSE,"FALSE",TRUE,FALSE,TRUE
"886","plm","RiceFarms","Production of Rice in Indonesia",1026,20,FALSE,"FALSE",TRUE,FALSE,TRUE
"887","plm","Snmesp","Employment and Wages in Spain",5904,8,FALSE,"FALSE",TRUE,FALSE,FALSE
"888","plm","SumHes","The Penn World Table, v. 5",3250,7,FALSE,"TRUE",TRUE,FALSE,TRUE
"889","plm","Wages","Panel Data of Individual Wages",4165,12,FALSE,"TRUE",TRUE,FALSE,TRUE
"890","plyr","baseball","Yearly batting records for all major league baseball players",21699,22,FALSE,"FALSE",TRUE,TRUE,FALSE
"891","plyr","ozone","Monthly ozone measurements over Central America.",24,1728,FALSE,"FALSE",TRUE,FALSE,FALSE
"892","pscl","absentee","Absentee and Machine Ballots in Pennsylvania State Senate Races",22,8,FALSE,"FALSE",TRUE,FALSE,FALSE
"893","pscl","admit","Applications to a Political Science PhD Program",106,6,FALSE,"TRUE",TRUE,FALSE,TRUE
"894","pscl","AustralianElectionPolling","Political opinion polls in Australia, 2004-07",239,14,FALSE,"FALSE",TRUE,TRUE,TRUE
"895","pscl","AustralianElections","elections to Australian House of Representatives, 1949-2016",27,19,FALSE,"FALSE",TRUE,FALSE,FALSE
"896","pscl","bioChemists","article production by graduate students in biochemistry Ph.D. programs",915,6,FALSE,"TRUE",TRUE,FALSE,TRUE
"897","pscl","ca2006","California Congressional Districts in 2006",53,13,TRUE,"TRUE",TRUE,TRUE,FALSE
"898","pscl","EfronMorris","Batting Averages for 18 major league baseball players, 1970",18,7,FALSE,"TRUE",TRUE,FALSE,TRUE
"899","pscl","iraqVote","U.S. Senate vote on the use of force against Iraq, 2002.",100,6,TRUE,"TRUE",TRUE,TRUE,TRUE
"900","pscl","partycodes","political parties appearing in the U.S. Congress",85,2,FALSE,"FALSE",TRUE,FALSE,TRUE
"901","pscl","politicalInformation","Interviewer ratings of respondent levels of political information",1807,8,FALSE,"TRUE",TRUE,FALSE,TRUE
"902","pscl","presidentialElections","elections for U.S. President, 1932-2016, by state",1097,4,TRUE,"TRUE",TRUE,TRUE,FALSE
"903","pscl","prussian","Prussian army horse kick data",280,3,FALSE,"FALSE",TRUE,FALSE,TRUE
"904","pscl","RockTheVote","Voter turnout experiment, using Rock The Vote ads",85,6,FALSE,"TRUE",TRUE,FALSE,FALSE
"905","pscl","state.info","information about the American states needed for U.S. Congress",51,3,FALSE,"FALSE",TRUE,FALSE,TRUE
"906","pscl","UKHouseOfCommons","1992 United Kingdom electoral returns",521,12,FALSE,"TRUE",TRUE,TRUE,FALSE
"907","pscl","unionDensity","cross national rates of trade union density",20,4,FALSE,"FALSE",TRUE,FALSE,FALSE
"908","pscl","vote92","Reports of voting in the 1992 U.S. Presidential election.",909,9,FALSE,"TRUE",TRUE,FALSE,TRUE
"909","psych","ability","16 ability items scored as correct or incorrect.",1525,16,FALSE,"TRUE",TRUE,FALSE,FALSE
"910","psych","affect","Two data sets of affect and arousal scores as a function of personality and movie conditions",330,20,FALSE,"TRUE",TRUE,FALSE,TRUE
"911","psych","Bechtoldt","Seven data sets showing a bifactor solution.",17,17,FALSE,"FALSE",TRUE,FALSE,FALSE
"912","psych","Bechtoldt.1","Seven data sets showing a bifactor solution.",17,17,FALSE,"FALSE",TRUE,FALSE,FALSE
"913","psych","Bechtoldt.2","Seven data sets showing a bifactor solution.",17,17,FALSE,"FALSE",TRUE,FALSE,FALSE
"914","psych","bfi","25 Personality items representing 5 factors",2800,28,FALSE,"TRUE",TRUE,FALSE,FALSE
"915","psych","bfi.dictionary","25 Personality items representing 5 factors",28,7,FALSE,"TRUE",TRUE,FALSE,TRUE
"916","psych","blant","A 29 x 29 matrix that produces weird factor analytic results",29,29,FALSE,"FALSE",TRUE,FALSE,FALSE
"917","psych","blot","Bond's Logical Operations Test - BLOT",150,35,FALSE,"TRUE",TRUE,FALSE,FALSE
"918","psych","burt","11 emotional variables from Burt (1915)",11,11,FALSE,"FALSE",TRUE,FALSE,FALSE
"919","psych","cattell","12 cognitive variables from Cattell (1963)",12,12,FALSE,"FALSE",TRUE,FALSE,FALSE
"920","psych","cities","Distances between 11 US cities",11,11,FALSE,"FALSE",TRUE,FALSE,FALSE
"921","psych","cubits","Galton's example of the relationship between height and 'cubit' or forearm length",9,8,FALSE,"TRUE",TRUE,FALSE,FALSE
"922","psych","cushny","A data set from Cushny and Peebles (1905) on the effect of three drugs on hours of sleep, used by Student (1908)",10,7,FALSE,"FALSE",TRUE,FALSE,FALSE
"923","psych","Dwyer","8 cognitive variables used by Dwyer for an example.",8,8,FALSE,"FALSE",TRUE,FALSE,FALSE
"924","psych","epi","Eysenck Personality Inventory (EPI) data for 3570 participants",3570,57,FALSE,"TRUE",TRUE,FALSE,FALSE
"925","psych","epi.bfi","13 personality scales from the Eysenck Personality Inventory and Big 5 inventory",231,13,FALSE,"FALSE",TRUE,FALSE,FALSE
"926","psych","epi.dictionary","Eysenck Personality Inventory (EPI) data for 3570 participants",57,1,FALSE,"FALSE",FALSE,FALSE,TRUE
"927","psych","epiR","Eysenck Personality Inventory (EPI) data for 3570 participants",948,60,FALSE,"TRUE",TRUE,TRUE,FALSE
"928","psych","galton","Galton's Mid parent child height data",928,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"929","psych","Gleser","Example data from Gleser, Cronbach and Rajaratnam (1965) to show basic principles of generalizability theory.",12,12,FALSE,"FALSE",TRUE,FALSE,FALSE
"930","psych","Gorsuch","Example data set from Gorsuch (1997) for an example factor extension.",10,10,FALSE,"FALSE",TRUE,FALSE,FALSE
"931","psych","Harman.5","Five data sets from Harman (1967). 9 cognitive variables from Holzinger and 8 emotional variables from Burt",12,5,FALSE,"FALSE",TRUE,FALSE,FALSE
"932","psych","Harman.8","Five data sets from Harman (1967). 9 cognitive variables from Holzinger and 8 emotional variables from Burt",8,8,FALSE,"FALSE",TRUE,FALSE,FALSE
"933","psych","Harman.political","Five data sets from Harman (1967). 9 cognitive variables from Holzinger and 8 emotional variables from Burt",8,8,FALSE,"FALSE",TRUE,FALSE,FALSE
"934","psych","heights","A data.frame of the Galton (1888) height and cubit data set.",348,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"935","psych","Holzinger","Seven data sets showing a bifactor solution.",14,14,FALSE,"FALSE",TRUE,FALSE,FALSE
"936","psych","Holzinger.9","Seven data sets showing a bifactor solution.",9,9,FALSE,"FALSE",TRUE,FALSE,FALSE
"937","psych","income","US family income from US census 2008",44,4,FALSE,"FALSE",TRUE,FALSE,FALSE
"938","psych","iqitems","16 multiple choice IQ items",1525,16,FALSE,"FALSE",TRUE,FALSE,FALSE
"939","psych","msq","75 mood items from the Motivational State Questionnaire for 3896 participants",3896,92,FALSE,"TRUE",TRUE,FALSE,TRUE
"940","psych","msqR","75 mood items from the Motivational State Questionnaire for 3032 unique participants",6411,79,FALSE,"TRUE",TRUE,TRUE,FALSE
"941","psych","neo","NEO correlation matrix from the NEO_PI_R manual",30,30,FALSE,"FALSE",TRUE,FALSE,FALSE
"942","psych","peas","Galton's Peas",700,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"943","psych","Reise","Seven data sets showing a bifactor solution.",16,16,FALSE,"FALSE",TRUE,FALSE,FALSE
"944","psych","sai","State Anxiety data from the PMC lab over multiple occasions.",5378,23,FALSE,"FALSE",TRUE,FALSE,TRUE
"945","psych","sai.dictionary","State Anxiety data from the PMC lab over multiple occasions.",26,2,FALSE,"TRUE",FALSE,FALSE,TRUE
"946","psych","sat.act","3 Measures of ability: SATV, SATQ, ACT",700,6,FALSE,"TRUE",TRUE,FALSE,FALSE
"947","psych","Schmid","12 variables created by Schmid and Leiman to show the Schmid-Leiman Transformation",12,12,FALSE,"FALSE",TRUE,FALSE,FALSE
"948","psych","Schutz","The Schutz correlation matrix example from Shapiro and ten Berge",9,9,FALSE,"FALSE",TRUE,FALSE,FALSE
"949","psych","spi","A sample from the SAPA Personality Inventory including an item dictionary and scoring keys.",4000,145,FALSE,"TRUE",TRUE,FALSE,FALSE
"950","psych","spi.dictionary","A sample from the SAPA Personality Inventory including an item dictionary and scoring keys.",145,4,FALSE,"TRUE",FALSE,FALSE,TRUE
"951","psych","tai","State Anxiety data from the PMC lab over multiple occasions.",3032,23,FALSE,"FALSE",TRUE,TRUE,TRUE
"952","psych","Tal_Or","Data set testing causal direction in presumed media influence",123,6,FALSE,"TRUE",TRUE,FALSE,FALSE
"953","psych","Thurstone","Seven data sets showing a bifactor solution.",9,9,FALSE,"FALSE",TRUE,FALSE,FALSE
"954","psych","Thurstone.33","Seven data sets showing a bifactor solution.",9,9,FALSE,"FALSE",TRUE,FALSE,FALSE
"955","psych","Thurstone.9","Seven data sets showing a bifactor solution.",9,9,FALSE,"FALSE",TRUE,FALSE,FALSE
